G	ifd_prop	time_to_IFD	sd_intake	
5110	0.97535	10.0002	0.000465719	
5120	0.97257	10.0003	0.000480929	
5130	0.9698	10.0004	0.000521952	
5140	0.97417	10.0002	0.00044637	
5150	0.97534	10.0002	0.000455035	
5160	0.97194	10.0002	0.000477068	
5170	0.97647	10.0002	0.000444111	
5180	0.9708	10.0002	0.000528325	
5190	0.97263	10.0003	0.000483156	
5200	0.96865	10.0002	0.000474403	
5210	0.96699	10.0003	0.000520086	
5220	0.97111	10.0002	0.000520146	
5230	0.96996	10.0002	0.000536597	
5240	0.97464	10.0003	0.000485469	
5250	0.97416	10.0002	0.000466376	
5260	0.97143	10.0003	0.000496717	
5270	0.96494	10.0002	0.000539533	
5280	0.97527	10.0002	0.000445335	
5290	0.97561	10.0004	0.000416748	
5300	0.9735	10.0003	0.000494334	
5310	0.97237	10.0003	0.000486512	
5320	0.97182	10.0003	0.000472474	
5330	0.97108	10.0003	0.000480393	
5340	0.96929	10.0002	0.000475346	
5350	0.96745	10.0002	0.000548692	
5360	0.97645	10.0003	0.000457962	
5370	0.97462	10.0003	0.00046803	
5380	0.96523	10.0002	0.000503133	
5390	0.97281	10.0002	0.00045872	
5400	0.97095	10.0002	0.000497559	
5410	0.97707	10.0002	0.000454856	
5420	0.97748	10.0001	0.000404241	
5430	0.97427	10.0001	0.000424376	
5440	0.96985	10.0003	0.000507675	
5450	0.97681	10.0002	0.000456907	
5460	0.97653	10.0002	0.000435842	
5470	0.97306	10.0002	0.000486978	
5480	0.96937	10.0002	0.000483113	
5490	0.96832	10.0001	0.000490355	
5500	0.97367	10.0004	0.000464623	
5510	0.97297	10.0002	0.000448406	
5520	0.97639	10.0003	0.000407909	
5530	0.97369	10.0002	0.000470811	
5540	0.97255	10.0002	0.000478269	
5550	0.97577	10.0003	0.000453765	
5560	0.97202	10.0002	0.000464094	
5570	0.97339	10.0002	0.000499233	
5580	0.97335	10.0001	0.000454857	
5590	0.96906	10.0001	0.000523481	
5600	0.96852	10.0003	0.000500769	
5610	0.96784	10.0003	0.000520353	
5620	0.97005	10.0002	0.000539831	
5630	0.97446	10.0003	0.00043235	
5640	0.97411	10.0003	0.000525369	
5650	0.97365	10.0004	0.000495319	
5660	0.96554	10.0001	0.000522937	
5670	0.97099	10.0003	0.000497396	
5680	0.97145	10.0001	0.000439726	
5690	0.97283	10.0002	0.00045196	
5700	0.98148	10.0002	0.000399446	
5710	0.97346	10.0002	0.000484112	
5720	0.97196	10.0002	0.000487041	
5730	0.96566	10.0002	0.000509094	
5740	0.96708	10.0003	0.000510372	
5750	0.95989	10.0003	0.000588934	
5760	0.97278	10.0002	0.000465407	
5770	0.97359	10.0002	0.000444556	
5780	0.97276	10.0002	0.000454138	
5790	0.97779	10.0001	0.000457751	
5800	0.97825	10.0001	0.000437299	
5810	0.97116	10.0002	0.000478757	
5820	0.96947	10.0003	0.000489625	
5830	0.97048	10.0004	0.000469132	
5840	0.9755	10.0002	0.000451382	
5850	0.97476	10.0004	0.000444961	
5860	0.97463	10.0003	0.000452975	
5870	0.96945	10.0002	0.000512266	
5880	0.97263	10.0003	0.000448769	
5890	0.97561	10.0002	0.000450531	
5900	0.97599	10.0003	0.000435613	
5910	0.97653	10.0003	0.000449371	
5920	0.97084	10.0002	0.000510354	
5930	0.97377	10.0002	0.000496247	
5940	0.97184	10.0002	0.000439516	
5950	0.96952	10.0002	0.000482212	
5960	0.97472	10.0002	0.000440605	
5970	0.97419	10.0002	0.000461075	
5980	0.97965	10.0001	0.000413136	
5990	0.97579	10.0003	0.000417512	
6000	0.97574	10.0003	0.000488554	
6010	0.97419	10.0003	0.000465203	
6020	0.97904	10.0002	0.000369479	
6030	0.97858	10.0003	0.000405811	
6040	0.97404	10.0003	0.000488956	
6050	0.96555	10.0001	0.000546065	
6060	0.97234	10.0002	0.000490428	
6070	0.96777	10.0002	0.000517595	
6080	0.97248	10.0002	0.000484932	
